n_trades,win_rate,avg_trade,profit_factor,cagr,sharpe,sortino,max_dd,exposure,worst_trade,worst_year,trades_per_year,market,filter,stop,cost,data_start,data_end
15,0.4666666666666667,-0.0007439075381196878,0.5983329365549015,-0.002921140864187266,-0.3900105777093523,-0.6276400958389416,-0.018151688648312292,0.02203269367448472,-0.009347928688312778,-0.011205898787442936,3.8939232409381663,EURUSD,B_ibs_lt_0.5,no_stop,2x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.00034390753811968825,0.790136075818041,-0.0013660427874224723,-0.18030140944623796,-0.29015724283526123,-0.01594471256183616,0.02203269367448472,-0.008947928688312777,-0.005251967416449177,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_2pct,1x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.0007439075381196878,0.5983329365549015,-0.002921140864187266,-0.3900105777093523,-0.6276400958389416,-0.018151688648312292,0.02203269367448472,-0.009347928688312778,-0.011205898787442936,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_2pct,2x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.00034390753811968825,0.790136075818041,-0.0013660427874224723,-0.18030140944623796,-0.29015724283526123,-0.01594471256183616,0.02203269367448472,-0.008947928688312777,-0.005251967416449177,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_5pct,1x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.0007439075381196878,0.5983329365549015,-0.002921140864187266,-0.3900105777093523,-0.6276400958389416,-0.018151688648312292,0.02203269367448472,-0.009347928688312778,-0.011205898787442936,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_5pct,2x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.00034390753811968825,0.790136075818041,-0.0013660427874224723,-0.18030140944623796,-0.29015724283526123,-0.01594471256183616,0.02203269367448472,-0.008947928688312777,-0.005251967416449177,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_10pct,1x,2022-11-08,2026-09-16
15,0.4666666666666667,-0.0007439075381196878,0.5983329365549015,-0.002921140864187266,-0.3900105777093523,-0.6276400958389416,-0.018151688648312292,0.02203269367448472,-0.009347928688312778,-0.011205898787442936,3.8939232409381663,EURUSD,B_ibs_lt_0.5,stop_10pct,2x,2022-11-08,2026-09-16
10,0.4,-0.0014417927359363532,0.32878401163067084,-0.003752539811196498,-0.7070110958329892,-0.9397173661589318,-0.015084343431144731,0.014925373134328358,-0.008947928688312777,-0.014378191366297144,2.5959488272921107,EURUSD,C_ibs_lt_0.3,no_stop,1x,2022-11-08,2026-09-16
10,0.4,-0.0018417927359363532,0.22874001513573528,-0.004788196561592906,-0.903158871643173,-1.2004253979686896,-0.017342456668462347,0.014925373134328358,-0.009347928688312778,-0.018319304382105828,2.5959488272921107,EURUSD,C_ibs_lt_0.3,no_stop,2x,2022-11-08,2026-09-16
10,0.4,-0.0014417927359363532,0.32878401163067084,-0.003752539811196498,-0.7070110958329892,-0.9397173661589318,-0.015084343431144731,0.014925373134328358,-0.008947928688312777,-0.014378191366297144,2.5959488272921107,EURUSD,C_ibs_lt_0.3,stop_2pct,1x,2022-11-08,2026-09-16
