n_trades,win_rate,avg_trade,profit_factor,cagr,sharpe,sortino,max_dd,exposure,worst_trade,worst_year,trades_per_year,market,source,filter,stop,cost,data_start,data_end
813,0.5116851168511685,-0.000457658977513633,0.8736636866687119,-0.015551549177859725,-0.2621206656219093,-0.32695058708565883,-0.40389222235822897,0.320589157004074,-0.06402773694139083,-0.11082130449692662,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,no_stop,2x,2000-01-03,2026-03-20
813,0.5289052890528906,-0.00024065016186994263,0.9322708026658895,-0.008918135747643552,-0.13696015397033792,-0.1695623796875304,-0.3026065251078818,0.320589157004074,-0.06362773694139083,-0.10619646858423692,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_2pct,1x,2000-01-03,2026-03-20
813,0.5079950799507995,-0.0006406501618699431,0.8289776889069299,-0.021145774183790822,-0.36461037104246613,-0.45221168022923647,-0.48506714712643517,0.320589157004074,-0.06402773694139083,-0.11111418410915874,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_2pct,2x,2000-01-03,2026-03-20
813,0.5325953259532595,-5.7658977513632426e-05,0.9831953899986701,-0.003256309332973495,-0.03302373668503382,-0.04109305901079201,-0.2136538959787737,0.320589157004074,-0.06362773694139083,-0.10721525047099068,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_5pct,1x,2000-01-03,2026-03-20
813,0.5116851168511685,-0.000457658977513633,0.8736636866687119,-0.015551549177859725,-0.2621206656219093,-0.32695058708565883,-0.40389222235822897,0.320589157004074,-0.06402773694139083,-0.11082130449692662,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_5pct,2x,2000-01-03,2026-03-20
813,0.5325953259532595,-5.7658977513632426e-05,0.9831953899986701,-0.003256309332973495,-0.03302373668503382,-0.04109305901079201,-0.2136538959787737,0.320589157004074,-0.06362773694139083,-0.10721525047099068,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_10pct,1x,2000-01-03,2026-03-20
813,0.5116851168511685,-0.000457658977513633,0.8736636866687119,-0.015551549177859725,-0.2621206656219093,-0.32695058708565883,-0.40389222235822897,0.320589157004074,-0.06402773694139083,-0.11082130449692662,31.01935130053275,SPY,github_daily,G_prior_close_gt_sma180_control,stop_10pct,2x,2000-01-03,2026-03-20
512,0.529296875,-0.00037949219913362045,0.9031331185941975,-0.021887600726239187,-0.23494155456528001,-0.25651915035336725,-0.35593727331383884,0.42864735583311186,-0.08290250361046185,-0.2894813844072557,49.696518735051825,FTSE100,github_daily,A_none,no_stop,1x,2013-05-23,2023-09-11
512,0.5078125,-0.0007794921991336204,0.8104105705773558,-0.041152711466883596,-0.48257937700447723,-0.5312049152919865,-0.3871021479432083,0.42864735583311186,-0.08330250361046185,-0.3033734896160175,49.696518735051825,FTSE100,github_daily,A_none,no_stop,2x,2013-05-23,2023-09-11
512,0.525390625,-3.6607500706621507e-05,0.9897338116457515,-0.004155865098791733,-0.026563174762885923,-0.03823246690679715,-0.23747031073133407,0.42864735583311186,-0.032754577628577405,-0.18910415266573755,49.696518735051825,FTSE100,github_daily,A_none,stop_2pct,1x,2013-05-23,2023-09-11
512,0.50390625,-0.00043660750070662177,0.8839180970607878,-0.023762824561010754,-0.3168116129260653,-0.4537248481814221,-0.26630174929855277,0.42864735583311186,-0.03315457762857741,-0.20491431659500303,49.696518735051825,FTSE100,github_daily,A_none,stop_2pct,2x,2013-05-23,2023-09-11
512,0.529296875,-0.00033905717848245053,0.9125517463910139,-0.019792648658359946,-0.21397702037682115,-0.23931930528264456,-0.3415827719692678,0.42864735583311186,-0.08290250361046185,-0.27364575225486365,49.696518735051825,FTSE100,github_daily,A_none,stop_5pct,1x,2013-05-23,2023-09-11
512,0.5078125,-0.0007390571784824505,0.8184598573276748,-0.03909814603254269,-0.4664147022268711,-0.5254138518035563,-0.3734363467416786,0.42864735583311186,-0.08330250361046185,-0.2878407880888786,49.696518735051825,FTSE100,github_daily,A_none,stop_5pct,2x,2013-05-23,2023-09-11
512,0.529296875,-0.00037949219913362045,0.9031331185941975,-0.021887600726239187,-0.23494155456528001,-0.25651915035336725,-0.35593727331383884,0.42864735583311186,-0.08290250361046185,-0.2894813844072557,49.696518735051825,FTSE100,github_daily,A_none,stop_10pct,1x,2013-05-23,2023-09-11
512,0.5078125,-0.0007794921991336204,0.8104105705773558,-0.041152711466883596,-0.48257937700447723,-0.5312049152919865,-0.3871021479432083,0.42864735583311186,-0.08330250361046185,-0.3033734896160175,49.696518735051825,FTSE100,github_daily,A_none,stop_10pct,2x,2013-05-23,2023-09-11
187,0.5561497326203209,-0.0001536733395298275,0.968352735990091,-0.004769233812275786,-0.044650657175126826,-0.04542156522526971,-0.28475870606333653,0.1509433962264151,-0.08290250361046185,-0.2580050677091207,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,no_stop,1x,2013-05-23,2023-09-11
187,0.5401069518716578,-0.0005536733395298274,0.8901186071380984,-0.011972920699170775,-0.1608729174884332,-0.16491514417179348,-0.2922582517160255,0.1509433962264151,-0.08330250361046185,-0.26841346283815914,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,no_stop,2x,2013-05-23,2023-09-11
187,0.5454545454545454,0.0005232273524465801,1.1259450385391045,0.008316244072641865,0.19275573813990338,0.2922571293754684,-0.18462789690904458,0.1509433962264151,-0.032754577628577405,-0.1541288603529377,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_2pct,1x,2013-05-23,2023-09-11
187,0.5294117647058824,0.00012322735244657966,1.0283822958737232,0.0010234026394635443,0.04539666966721044,0.06836042232615304,-0.19313253402145725,0.1509433962264151,-0.03315457762857741,-0.16594806394416306,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_2pct,2x,2013-05-23,2023-09-11
187,0.5561497326203209,-4.296355036726601e-05,0.990945716585582,-0.00263761708480148,-0.012892451572774778,-0.013536235014338665,-0.26881781755961587,0.1509433962264151,-0.08290250361046185,-0.24146790942946783,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_5pct,1x,2013-05-23,2023-09-11
187,0.5401069518716578,-0.000442963550367266,0.9101150555221399,-0.009855830407942467,-0.13292398027620853,-0.14052081909035147,-0.2764777134067229,0.1509433962264151,-0.08330250361046185,-0.25210125657896265,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_5pct,2x,2013-05-23,2023-09-11
187,0.5561497326203209,-0.0001536733395298275,0.968352735990091,-0.004769233812275786,-0.044650657175126826,-0.04542156522526971,-0.28475870606333653,0.1509433962264151,-0.08290250361046185,-0.2580050677091207,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_10pct,1x,2013-05-23,2023-09-11
187,0.5401069518716578,-0.0005536733395298274,0.8901186071380984,-0.011972920699170775,-0.1608729174884332,-0.16491514417179348,-0.2922582517160255,0.1509433962264151,-0.08330250361046185,-0.26841346283815914,18.150876959872445,FTSE100,github_daily,E_prior_close_lt_sma180,stop_10pct,2x,2013-05-23,2023-09-11
290,0.503448275862069,-0.0005261587968930802,0.8474495065941183,-0.015882032397094403,-0.303635830186141,-0.3833946867937776,-0.20170347953193268,0.24980069093808133,-0.04948241490419007,-0.10670237870468868,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,no_stop,1x,2013-05-23,2023-09-11
290,0.4793103448275862,-0.0009261587968930806,0.7464654074846806,-0.026909326977096804,-0.5344679150845277,-0.6762132372884008,-0.2581611662293024,0.24980069093808133,-0.04988241490419008,-0.11810675540414906,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,no_stop,2x,2013-05-23,2023-09-11
290,0.503448275862069,-0.0003462434564449264,0.8940880826151366,-0.01073139367197995,-0.21358834105441,-0.30469814011558305,-0.16178103663867605,0.24980069093808133,-0.02969863086377904,-0.07937068862047236,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_2pct,1x,2013-05-23,2023-09-11
290,0.4793103448275862,-0.0007462434564449265,0.7851345040530964,-0.02181429612126995,-0.4603376581360265,-0.6536669157808916,-0.21715510727623477,0.24980069093808133,-0.03009863086377904,-0.09111263842024697,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_2pct,2x,2013-05-23,2023-09-11
290,0.503448275862069,-0.0005261587968930802,0.8474495065941183,-0.015882032397094403,-0.303635830186141,-0.3833946867937776,-0.20170347953193268,0.24980069093808133,-0.04948241490419007,-0.10670237870468868,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_5pct,1x,2013-05-23,2023-09-11
290,0.4793103448275862,-0.0009261587968930806,0.7464654074846806,-0.026909326977096804,-0.5344679150845277,-0.6762132372884008,-0.2581611662293024,0.24980069093808133,-0.04988241490419008,-0.11810675540414906,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_5pct,2x,2013-05-23,2023-09-11
290,0.503448275862069,-0.0005261587968930802,0.8474495065941183,-0.015882032397094403,-0.303635830186141,-0.3833946867937776,-0.20170347953193268,0.24980069093808133,-0.04948241490419007,-0.10670237870468868,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_10pct,1x,2013-05-23,2023-09-11
290,0.4793103448275862,-0.0009261587968930806,0.7464654074846806,-0.026909326977096804,-0.5344679150845277,-0.6762132372884008,-0.2581611662293024,0.24980069093808133,-0.04988241490419008,-0.11810675540414906,28.148418814775447,FTSE100,github_daily,G_prior_close_gt_sma180_control,stop_10pct,2x,2013-05-23,2023-09-11
514,0.5369649805447471,-0.0005399703939033862,0.8859828454944658,-0.030570763911246246,-0.2983189814678561,-0.35041976844518125,-0.3719015739120132,0.4244355909694555,-0.07262193994207615,-0.2274210646776238,49.864143426294824,DAX30,github_daily,A_none,no_stop,1x,2013-05-21,2023-09-11
514,0.5097276264591439,-0.0009399703939033862,0.8092275290134918,-0.04973229284608971,-0.5193081207510981,-0.6123296860659584,-0.4567574888523286,0.4244355909694555,-0.07302193994207615,-0.24280348321984224,49.864143426294824,DAX30,github_daily,A_none,no_stop,2x,2013-05-21,2023-09-11
514,0.5330739299610895,-0.0004008350084248745,0.9123711879676462,-0.0231157692383398,-0.24278916903163808,-0.34734282782659237,-0.299191711659088,0.4244355909694555,-0.041344297401696026,-0.18784867342650213,49.864143426294824,DAX30,github_daily,A_none,stop_2pct,1x,2013-05-21,2023-09-11
514,0.5058365758754864,-0.0008008350084248744,0.8320080951047,-0.04242142533994786,-0.48507256636831775,-0.6861530323586964,-0.4006346196602688,0.4244355909694555,-0.04174429740169603,-0.20400166046332957,49.864143426294824,DAX30,github_daily,A_none,stop_2pct,2x,2013-05-21,2023-09-11
514,0.5369649805447471,-0.0005261538444379806,0.8885751978611093,-0.029838070956153206,-0.29290229777580123,-0.3485038226684605,-0.36699095197345033,0.4244355909694555,-0.07262193994207615,-0.2150998507523464,49.864143426294824,DAX30,github_daily,A_none,stop_5pct,1x,2013-05-21,2023-09-11
514,0.5097276264591439,-0.0009261538444379807,0.8115031048422965,-0.049013767344534,-0.5155765599689585,-0.6152553534050434,-0.45250842237690503,0.4244355909694555,-0.07302193994207615,-0.2307224205309446,49.864143426294824,DAX30,github_daily,A_none,stop_5pct,2x,2013-05-21,2023-09-11
514,0.5369649805447471,-0.0005399703939033862,0.8859828454944658,-0.030570763911246246,-0.2983189814678561,-0.35041976844518125,-0.3719015739120132,0.4244355909694555,-0.07262193994207615,-0.2274210646776238,49.864143426294824,DAX30,github_daily,A_none,stop_10pct,1x,2013-05-21,2023-09-11
514,0.5097276264591439,-0.0009399703939033862,0.8092275290134918,-0.04973229284608971,-0.5193081207510981,-0.6123296860659584,-0.4567574888523286,0.4244355909694555,-0.07302193994207615,-0.24280348321984224,49.864143426294824,DAX30,github_daily,A_none,stop_10pct,2x,2013-05-21,2023-09-11
174,0.5459770114942529,-0.0011408660707092316,0.825314167318561,-0.02142344660793083,-0.28088190799415425,-0.3227059084776934,-0.3097151198846896,0.14236387782204515,-0.07262193994207615,-0.1593237701247845,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,no_stop,1x,2013-05-21,2023-09-11
174,0.5229885057471264,-0.0015408660707092329,0.7706034793035322,-0.02801925476958378,-0.37936214689530484,-0.43626644262007014,-0.33846562838875804,0.14236387782204515,-0.07302193994207615,-0.16441423459651117,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,no_stop,2x,2013-05-21,2023-09-11
174,0.5344827586206896,-0.00046433530289668535,0.9197758297294526,-0.009435101425268932,-0.13694721201725288,-0.22769244850835837,-0.2246174549496427,0.14236387782204515,-0.035141654514641615,-0.09957022982028574,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_2pct,1x,2013-05-21,2023-09-11
174,0.5114942528735632,-0.0008643353028966853,0.8554297601446008,-0.01610660715472989,-0.2549199021512388,-0.41264319953561346,-0.24105606934114931,0.14236387782204515,-0.03554165451464162,-0.1049962375556106,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_2pct,2x,2013-05-21,2023-09-11
174,0.5459770114942529,-0.0010066318509322923,0.8426332487578292,-0.019069992706725047,-0.25475644199934916,-0.30335301357289224,-0.29240978054675615,0.14236387782204515,-0.07262193994207615,-0.14591652952241618,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_5pct,1x,2013-05-21,2023-09-11
174,0.5229885057471264,-0.0014066318509322936,0.7863173448465416,-0.025680670760399482,-0.3559876683959339,-0.42342188615768067,-0.32187393681539134,0.14236387782204515,-0.07302193994207615,-0.15108247224673677,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_5pct,2x,2013-05-21,2023-09-11
174,0.5459770114942529,-0.0011408660707092316,0.825314167318561,-0.02142344660793083,-0.28088190799415425,-0.3227059084776934,-0.3097151198846896,0.14236387782204515,-0.07262193994207615,-0.1593237701247845,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_10pct,1x,2013-05-21,2023-09-11
174,0.5229885057471264,-0.0015408660707092329,0.7706034793035322,-0.02801925476958378,-0.37936214689530484,-0.43626644262007014,-0.33846562838875804,0.14236387782204515,-0.07302193994207615,-0.16441423459651117,16.8800796812749,DAX30,github_daily,E_prior_close_lt_sma180,stop_10pct,2x,2013-05-21,2023-09-11
307,0.5342019543973942,-0.000244837933064434,0.9370442878476406,-0.008884588530397197,-0.12786648878319842,-0.1667926383491215,-0.18092464838988953,0.2557768924302789,-0.041344297401696026,-0.08558221022457502,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,no_stop,1x,2013-05-21,2023-09-11
307,0.504885993485342,-0.0006448379330644342,0.8420282579306307,-0.02062823573086192,-0.33676628986026097,-0.43844123720182826,-0.2354566107711883,0.2557768924302789,-0.04174429740169603,-0.09796949003338229,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,no_stop,2x,2013-05-21,2023-09-11
307,0.5342019543973942,-0.00037585927668772377,0.906504334428013,-0.012767644258357302,-0.194940677303014,-0.25876375367467985,-0.19010473341158274,0.2557768924302789,-0.041344297401696026,-0.09804034310038168,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_2pct,1x,2013-05-21,2023-09-11
307,0.504885993485342,-0.0007758592766877239,0.8158417957010347,-0.024466822812861166,-0.40240202190085106,-0.5316204700346582,-0.26578801516067685,0.2557768924302789,-0.04174429740169603,-0.11062011922421444,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_2pct,2x,2013-05-21,2023-09-11
307,0.5342019543973942,-0.00029778597155293224,0.9244581190084026,-0.010515193198628814,-0.15244488478888646,-0.19168961888788935,-0.18092464838988953,0.2557768924302789,-0.05040000000000004,-0.08558221022457502,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_5pct,1x,2013-05-21,2023-09-11
307,0.504885993485342,-0.0006977859715529325,0.831246035345653,-0.02224019221525597,-0.3572159611346224,-0.449486558132193,-0.2483289753389748,0.2557768924302789,-0.050800000000000047,-0.09796949003338229,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_5pct,2x,2013-05-21,2023-09-11
307,0.5342019543973942,-0.000244837933064434,0.9370442878476406,-0.008884588530397197,-0.12786648878319842,-0.1667926383491215,-0.18092464838988953,0.2557768924302789,-0.041344297401696026,-0.08558221022457502,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_10pct,1x,2013-05-21,2023-09-11
307,0.504885993485342,-0.0006448379330644342,0.8420282579306307,-0.02062823573086192,-0.33676628986026097,-0.43844123720182826,-0.2354566107711883,0.2557768924302789,-0.04174429740169603,-0.09796949003338229,29.782669322709165,DAX30,github_daily,G_prior_close_gt_sma180_control,stop_10pct,2x,2013-05-21,2023-09-11
520,0.5288461538461539,-0.0005461568718474214,0.8953280711428246,-0.03219046387243152,-0.27287567790049294,-0.32271360996854864,-0.47249370394384094,0.42375132837407015,-0.07130930775674131,-0.2713742523423567,50.4596174282678,Nasdaq100,github_daily,A_none,no_stop,1x,2013-05-22,2023-09-11
520,0.5115384615384615,-0.0009461568718474221,0.8250949438504227,-0.05154699592939038,-0.4727271798892666,-0.5605574140228489,-0.5582914853618879,0.42375132837407015,-0.07170930775674131,-0.28589860251291976,50.4596174282678,Nasdaq100,github_daily,A_none,no_stop,2x,2013-05-22,2023-09-11
520,0.5211538461538462,-0.00020949415188903738,0.956562123371852,-0.014319302611629392,-0.12037306635287931,-0.19341676887081358,-0.38598053549886546,0.42375132837407015,-0.027994176602730226,-0.23649731936690377,50.4596174282678,Nasdaq100,github_daily,A_none,stop_2pct,1x,2013-05-22,2023-09-11
520,0.5038461538461538,-0.0006094941518890378,0.878530459268132,-0.03402566130846418,-0.3502087257590424,-0.5557462115040077,-0.45301979014518323,0.42375132837407015,-0.028394176602730224,-0.2517013559364456,50.4596174282678,Nasdaq100,github_daily,A_none,stop_2pct,2x,2013-05-22,2023-09-11
520,0.5288461538461539,-0.0005461568718474214,0.8953280711428246,-0.03219046387243152,-0.27287567790049294,-0.32271360996854864,-0.47249370394384094,0.42375132837407015,-0.07130930775674131,-0.2713742523423567,50.4596174282678,Nasdaq100,github_daily,A_none,stop_5pct,1x,2013-05-22,2023-09-11
520,0.5115384615384615,-0.0009461568718474221,0.8250949438504227,-0.05154699592939038,-0.4727271798892666,-0.5605574140228489,-0.5582914853618879,0.42375132837407015,-0.07170930775674131,-0.28589860251291976,50.4596174282678,Nasdaq100,github_daily,A_none,stop_5pct,2x,2013-05-22,2023-09-11
520,0.5288461538461539,-0.0005461568718474214,0.8953280711428246,-0.03219046387243152,-0.27287567790049294,-0.32271360996854864,-0.47249370394384094,0.42375132837407015,-0.07130930775674131,-0.2713742523423567,50.4596174282678,Nasdaq100,github_daily,A_none,stop_10pct,1x,2013-05-22,2023-09-11
520,0.5115384615384615,-0.0009461568718474221,0.8250949438504227,-0.05154699592939038,-0.4727271798892666,-0.5605574140228489,-0.5582914853618879,0.42375132837407015,-0.07170930775674131,-0.28589860251291976,50.4596174282678,Nasdaq100,github_daily,A_none,stop_10pct,2x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003329842314622732,0.6734090258415509,-0.034605399449085805,-0.4625811500686602,-0.6036252725417062,-0.3983848975011052,0.08049946865037194,-0.07130930775674131,-0.22731365409755366,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,no_stop,1x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003729842314622733,0.6414198579581133,-0.03839796739636869,-0.5181490846867379,-0.6761362463966465,-0.41885641202390644,0.08049946865037194,-0.07170930775674131,-0.24209297959202758,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,no_stop,2x,2013-05-22,2023-09-11
101,0.45544554455445546,-0.0015170097428567654,0.8156677771677424,-0.01627669606051052,-0.26816345465982006,-0.6507975963723975,-0.25924546976251994,0.08049946865037194,-0.022968284020514252,-0.1579866637498819,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_2pct,1x,2013-05-22,2023-09-11
101,0.45544554455445546,-0.0019170097428567643,0.773069968135187,-0.020133467067852906,-0.33887188772626187,-0.822397706242976,-0.28200199277705773,0.08049946865037194,-0.02336828402051425,-0.17406224058160102,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_2pct,2x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003329842314622732,0.6734090258415509,-0.034605399449085805,-0.4625811500686602,-0.6036252725417062,-0.3983848975011052,0.08049946865037194,-0.07130930775674131,-0.22731365409755366,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_5pct,1x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003729842314622733,0.6414198579581133,-0.03839796739636869,-0.5181490846867379,-0.6761362463966465,-0.41885641202390644,0.08049946865037194,-0.07170930775674131,-0.24209297959202758,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_5pct,2x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003329842314622732,0.6734090258415509,-0.034605399449085805,-0.4625811500686602,-0.6036252725417062,-0.3983848975011052,0.08049946865037194,-0.07130930775674131,-0.22731365409755366,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_10pct,1x,2013-05-22,2023-09-11
101,0.48514851485148514,-0.003729842314622733,0.6414198579581133,-0.03839796739636869,-0.5181490846867379,-0.6761362463966465,-0.41885641202390644,0.08049946865037194,-0.07170930775674131,-0.24209297959202758,9.800810308182784,Nasdaq100,github_daily,E_prior_close_lt_sma180,stop_10pct,2x,2013-05-22,2023-09-11
383,0.5378590078328982,3.68705164404961e-06,1.0008923917457275,-0.002206756851384495,0.0020069193305448777,0.0025601442377328285,-0.2743036854103086,0.31269925611052074,-0.06682419557800827,-0.17593727400900883,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,no_stop,1x,2013-05-22,2023-09-11
383,0.5143603133159269,-0.0003963129483559503,0.9082815008704358,-0.016935139398969623,-0.21571927756542394,-0.27495892039807557,-0.30146063822029623,0.31269925611052074,-0.06722419557800827,-0.19102930663798035,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,no_stop,2x,2013-05-22,2023-09-11
383,0.5352480417754569,-5.828711578487008e-05,0.985971399227437,-0.004278871157069708,-0.03328024195239091,-0.0488837381549783,-0.2689099579360933,0.31269925611052074,-0.027994176602730226,-0.17088368636288176,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_2pct,1x,2013-05-22,2023-09-11
383,0.5117493472584856,-0.0004582871157848703,0.894531255228105,-0.018977390322327148,-0.2616685676003701,-0.3797327669255298,-0.2962660997337452,0.31269925611052074,-0.028394176602730224,-0.18606572137060562,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_2pct,2x,2013-05-22,2023-09-11
383,0.5378590078328982,3.68705164404961e-06,1.0008923917457275,-0.002206756851384495,0.0020069193305448777,0.0025601442377328285,-0.2743036854103086,0.31269925611052074,-0.06682419557800827,-0.17593727400900883,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_5pct,1x,2013-05-22,2023-09-11
383,0.5143603133159269,-0.0003963129483559503,0.9082815008704358,-0.016935139398969623,-0.21571927756542394,-0.27495892039807557,-0.30146063822029623,0.31269925611052074,-0.06722419557800827,-0.19102930663798035,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_5pct,2x,2013-05-22,2023-09-11
383,0.5378590078328982,3.68705164404961e-06,1.0008923917457275,-0.002206756851384495,0.0020069193305448777,0.0025601442377328285,-0.2743036854103086,0.31269925611052074,-0.06682419557800827,-0.17593727400900883,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_10pct,1x,2013-05-22,2023-09-11
383,0.5143603133159269,-0.0003963129483559503,0.9082815008704358,-0.016935139398969623,-0.21571927756542394,-0.27495892039807557,-0.30146063822029623,0.31269925611052074,-0.06722419557800827,-0.19102930663798035,37.165448990435706,Nasdaq100,github_daily,G_prior_close_gt_sma180_control,stop_10pct,2x,2013-05-22,2023-09-11
834,0.45323741007194246,-0.0007614264785766034,0.7303562324975303,-0.039935523085635416,-0.8470325473241248,-1.2055175063947052,-0.5002531884767943,0.42761921039138606,-0.026315010764832603,-0.1331297037233642,52.06263886515126,EURUSD,github_daily,A_none,no_stop,1x,2007-09-04,2023-09-11
834,0.4292565947242206,-0.0011614264785766036,0.6188587585614005,-0.05974184657221626,-1.2920039640826029,-1.82620522651705,-0.6357434747214938,0.42761921039138606,-0.0267150107648326,-0.15102703131238526,52.06263886515126,EURUSD,github_daily,A_none,no_stop,2x,2007-09-04,2023-09-11
834,0.4520383693045564,-0.0007743875800550863,0.7267229638341705,-0.04057828582415257,-0.8635604579768416,-1.240987725759705,-0.5074089023038086,0.42761921039138606,-0.02246782345741243,-0.13482932711155127,52.06263886515126,EURUSD,github_daily,A_none,stop_2pct,1x,2007-09-04,2023-09-11
834,0.42805755395683454,-0.0011743875800550865,0.6159117882240005,-0.06037159880524168,-1.3096215675392715,-1.867731671604577,-0.6396320168999454,0.42761921039138606,-0.022867823457412426,-0.15269224304882512,52.06263886515126,EURUSD,github_daily,A_none,stop_2pct,2x,2007-09-04,2023-09-11
834,0.45323741007194246,-0.0007614264785766034,0.7303562324975303,-0.039935523085635416,-0.8470325473241248,-1.2055175063947052,-0.5002531884767943,0.42761921039138606,-0.026315010764832603,-0.1331297037233642,52.06263886515126,EURUSD,github_daily,A_none,stop_5pct,1x,2007-09-04,2023-09-11
834,0.4292565947242206,-0.0011614264785766036,0.6188587585614005,-0.05974184657221626,-1.2920039640826029,-1.82620522651705,-0.6357434747214938,0.42761921039138606,-0.0267150107648326,-0.15102703131238526,52.06263886515126,EURUSD,github_daily,A_none,stop_5pct,2x,2007-09-04,2023-09-11
834,0.45323741007194246,-0.0007614264785766034,0.7303562324975303,-0.039935523085635416,-0.8470325473241248,-1.2055175063947052,-0.5002531884767943,0.42761921039138606,-0.026315010764832603,-0.1331297037233642,52.06263886515126,EURUSD,github_daily,A_none,stop_10pct,1x,2007-09-04,2023-09-11
834,0.4292565947242206,-0.0011614264785766036,0.6188587585614005,-0.05974184657221626,-1.2920039640826029,-1.82620522651705,-0.6357434747214938,0.42761921039138606,-0.0267150107648326,-0.15102703131238526,52.06263886515126,EURUSD,github_daily,A_none,stop_10pct,2x,2007-09-04,2023-09-11
440,0.44545454545454544,-0.0011048981721066748,0.6529464128570821,-0.030566730891313232,-0.8251447390402702,-1.1552065689122843,-0.41105154175068515,0.22560246111775764,-0.02511312786953761,-0.14072736928990803,27.467099641086993,EURUSD,github_daily,E_prior_close_lt_sma180,no_stop,1x,2007-09-04,2023-09-11
440,0.41818181818181815,-0.0015048981721066748,0.5587673312585343,-0.04117372845022105,-1.1238671950533858,-1.5609028663698639,-0.5034477794552199,0.22560246111775764,-0.02551312786953761,-0.15509720154464424,27.467099641086993,EURUSD,github_daily,E_prior_close_lt_sma180,no_stop,2x,2007-09-04,2023-09-11
440,0.4431818181818182,-0.0011413864615156138,0.6449047772236411,-0.03154065569574527,-0.8512410608649198,-1.197829621046705,-0.42324687831946306,0.22560246111775764,-0.02246782345741243,-0.14241209636644636,27.467099641086993,EURUSD,github_daily,E_prior_close_lt_sma180,stop_2pct,1x,2007-09-04,2023-09-11
440,0.4159090909090909,-0.001541386461515614,0.5522134926516331,-0.04213738347741203,-1.1495593218804157,-1.6038787410246853,-0.5137339724853168,0.22560246111775764,-0.022867823457412426,-0.1567544298758522,27.467099641086993,EURUSD,github_daily,E_prior_close_lt_sma180,stop_2pct,2x,2007-09-04,2023-09-11
