,daily_volume_btc,zero_return_minute_share
2012-02-23 00:00:00+00:00,714.84400933,0.9833333333333333
2012-02-24 00:00:00+00:00,37.59711782,0.9930555555555556
2012-02-25 00:00:00+00:00,119.80740151,0.9972222222222222
2012-02-26 00:00:00+00:00,40.9,0.9958333333333333
2012-02-27 00:00:00+00:00,309.05231411,0.9902777777777778
2012-02-28 00:00:00+00:00,440.24138707000003,0.9881944444444445
2012-02-29 00:00:00+00:00,242.23784635,0.9923611111111111
2012-03-01 00:00:00+00:00,291.16358119,0.9875
2012-03-02 00:00:00+00:00,245.97471171,0.9909722222222223
2012-03-03 00:00:00+00:00,125.91831513999999,0.9944444444444445
2012-03-04 00:00:00+00:00,113.60841529999999,0.9965277777777778
2012-03-05 00:00:00+00:00,518.05455153,0.9798611111111111
2012-03-06 00:00:00+00:00,296.62794241999995,0.9895833333333334
2012-03-07 00:00:00+00:00,373.49234495,0.9875
2012-03-08 00:00:00+00:00,326.5657549,0.9881944444444445
2012-03-09 00:00:00+00:00,277.58947934,0.9923611111111111
2012-03-10 00:00:00+00:00,114.04892826,0.9965277777777778
2012-03-11 00:00:00+00:00,24.68252609,0.9986111111111111
2012-03-12 00:00:00+00:00,108.76167997,0.9965277777777778
2012-03-13 00:00:00+00:00,734.65394306,0.9840277777777777
2012-03-14 00:00:00+00:00,1129.74327668,0.9854166666666667
2012-03-15 00:00:00+00:00,633.1678494700001,0.9930555555555556
2012-03-16 00:00:00+00:00,157.69794429,0.9930555555555556
2012-03-17 00:00:00+00:00,143.87332861000002,0.9972222222222222
2012-03-18 00:00:00+00:00,412.66352117,0.9854166666666667
2012-03-19 00:00:00+00:00,415.19375675000003,0.9847222222222223
2012-03-20 00:00:00+00:00,279.75591707,0.9888888888888889
2012-03-21 00:00:00+00:00,9.32862903,0.9979166666666667
2012-03-22 00:00:00+00:00,396.4109947,0.9888888888888889
2012-03-23 00:00:00+00:00,393.13018483999997,0.9958333333333333
2012-03-24 00:00:00+00:00,191.53850932,0.9972222222222222
2012-03-25 00:00:00+00:00,15.473571920000001,0.9965277777777778
2012-03-26 00:00:00+00:00,64.76455997000001,0.99375
2012-03-27 00:00:00+00:00,369.59079622999997,0.9791666666666666
2012-03-28 00:00:00+00:00,418.64896346,0.9881944444444445
2012-03-29 00:00:00+00:00,110.39370311,0.9916666666666667
2012-03-30 00:00:00+00:00,161.39879423,0.9909722222222223
2012-03-31 00:00:00+00:00,158.37378321,0.9951388888888889
2012-04-01 00:00:00+00:00,308.5058652,0.9923611111111111
2012-04-02 00:00:00+00:00,888.57861157,0.9833333333333333
2012-04-03 00:00:00+00:00,244.30290125,0.9923611111111111
2012-04-04 00:00:00+00:00,305.43564088,0.9902777777777778
2012-04-05 00:00:00+00:00,400.86488523,0.9916666666666667
2012-04-06 00:00:00+00:00,725.95771755,0.9875
2012-04-07 00:00:00+00:00,228.65562961,0.9909722222222223
2012-04-08 00:00:00+00:00,177.21795867,0.9909722222222223
2012-04-09 00:00:00+00:00,158.55832457,0.9930555555555556
2012-04-10 00:00:00+00:00,314.81763742,0.9972222222222222
2012-04-11 00:00:00+00:00,425.60463177,0.9909722222222223
2012-04-12 00:00:00+00:00,756.7945518299999,0.9777777777777777
2012-04-13 00:00:00+00:00,1102.2658949,0.98125
2012-04-14 00:00:00+00:00,544.64998903,0.9833333333333333
2012-04-15 00:00:00+00:00,114.97408628,0.9930555555555556
2012-04-16 00:00:00+00:00,487.00754874,0.9902777777777778
2012-04-17 00:00:00+00:00,282.51538718,0.9972222222222222
2012-04-18 00:00:00+00:00,839.9317501,0.9784722222222222
2012-04-19 00:00:00+00:00,562.65170962,0.9840277777777777
2012-04-20 00:00:00+00:00,372.83588987,0.9805555555555555
2012-04-21 00:00:00+00:00,301.94356518,0.9909722222222223
2012-04-22 00:00:00+00:00,139.56864263,0.99375
2012-04-23 00:00:00+00:00,947.4609743799999,0.9868055555555556
2012-04-24 00:00:00+00:00,1975.83110589,0.9777777777777777
2012-04-25 00:00:00+00:00,1634.21397671,0.9743055555555555
2012-04-26 00:00:00+00:00,762.130218,0.98125
2012-04-27 00:00:00+00:00,718.01401093,0.9930555555555556
2012-04-28 00:00:00+00:00,205.02552687,0.9875
2012-04-29 00:00:00+00:00,62.87862749,0.9965277777777778
2012-04-30 00:00:00+00:00,490.58077756,0.9861111111111112
2012-05-01 00:00:00+00:00,831.74622588,0.9875
2012-05-02 00:00:00+00:00,495.31714339999996,0.9888888888888889
2012-05-03 00:00:00+00:00,645.0894015700001,0.9902777777777778
2012-05-04 00:00:00+00:00,776.04276349,0.9798611111111111
2012-05-05 00:00:00+00:00,415.56904636,0.9916666666666667
2012-05-06 00:00:00+00:00,1234.04605556,0.9861111111111112
2012-05-07 00:00:00+00:00,874.4786445899999,0.9840277777777777
2012-05-08 00:00:00+00:00,640.55868732,0.9861111111111112
2012-05-09 00:00:00+00:00,350.28159466,0.9888888888888889
2012-05-10 00:00:00+00:00,907.11429341,0.9805555555555555
2012-05-11 00:00:00+00:00,413.82665677,0.9895833333333334
2012-05-12 00:00:00+00:00,219.33389116,0.9965277777777778
2012-05-13 00:00:00+00:00,395.46296566,0.9972222222222222
2012-05-14 00:00:00+00:00,718.7291176800001,0.9840277777777777
2012-05-15 00:00:00+00:00,600.99596383,0.9895833333333334
2012-05-16 00:00:00+00:00,178.0332215,0.99375
2012-05-17 00:00:00+00:00,611.21283218,0.9944444444444445
2012-05-18 00:00:00+00:00,912.52426975,0.9909722222222223
2012-05-19 00:00:00+00:00,168.0059752,0.9958333333333333
2012-05-20 00:00:00+00:00,26.40212653,0.9965277777777778
2012-05-21 00:00:00+00:00,354.05739561,0.9895833333333334
2012-05-22 00:00:00+00:00,678.0675854599999,0.9895833333333334
2012-05-23 00:00:00+00:00,558.15131265,0.9868055555555556
2012-05-24 00:00:00+00:00,904.74009563,0.9854166666666667
2012-05-25 00:00:00+00:00,274.91026252,0.9972222222222222
2012-05-26 00:00:00+00:00,388.70621698,0.9965277777777778
2012-05-27 00:00:00+00:00,913.52967246,0.9895833333333334
2012-05-28 00:00:00+00:00,180.68383316999999,0.9972222222222222
2012-05-29 00:00:00+00:00,1341.51430437,0.9736111111111111
2012-05-30 00:00:00+00:00,748.4016813000001,0.9875
2012-05-31 00:00:00+00:00,1102.63991433,0.9854166666666667
2012-06-01 00:00:00+00:00,473.66441064,0.9770833333333333
2012-06-02 00:00:00+00:00,192.43478463,0.9930555555555556
2012-06-03 00:00:00+00:00,14.33475413,0.9972222222222222
2012-06-04 00:00:00+00:00,1359.1183093,0.9680555555555556
2012-06-05 00:00:00+00:00,929.19495142,0.9576388888888889
2012-06-06 00:00:00+00:00,770.84630967,0.98125
2012-06-07 00:00:00+00:00,1412.87520676,0.9791666666666666
2012-06-08 00:00:00+00:00,1397.44902146,0.9784722222222222
2012-06-09 00:00:00+00:00,353.65603433,0.9888888888888889
2012-06-10 00:00:00+00:00,270.95117634999997,0.9902777777777778
2012-06-11 00:00:00+00:00,667.67216608,0.9840277777777777
2012-06-12 00:00:00+00:00,9330.40796353,0.9833333333333333
2012-06-13 00:00:00+00:00,1690.1974072799999,0.9597222222222223
2012-06-14 00:00:00+00:00,3236.5087261,0.9638888888888889
2012-06-15 00:00:00+00:00,2041.44728739,0.9506944444444444
2012-06-16 00:00:00+00:00,1010.13937541,0.9736111111111111
2012-06-17 00:00:00+00:00,424.19045736,0.9743055555555555
2012-06-18 00:00:00+00:00,2483.09865301,0.9770833333333333
2012-06-19 00:00:00+00:00,1389.04883704,0.9715277777777778
2012-06-20 00:00:00+00:00,2075.9845673199998,0.9645833333333333
2012-06-21 00:00:00+00:00,480.84201914,0.9875
2012-06-22 00:00:00+00:00,963.16079856,0.9673611111111111
2012-06-23 00:00:00+00:00,1137.14132849,0.9798611111111111
2012-06-24 00:00:00+00:00,599.17294991,0.9930555555555556
2012-06-25 00:00:00+00:00,1956.72821549,0.9833333333333333
2012-06-26 00:00:00+00:00,2273.09860085,0.9555555555555556
2012-06-27 00:00:00+00:00,11231.77828715,0.9576388888888889
2012-06-28 00:00:00+00:00,4266.15056833,0.9465277777777777
2012-06-29 00:00:00+00:00,8127.55500191,0.9680555555555556
2012-06-30 00:00:00+00:00,828.0520601200001,0.9826388888888888
2012-07-01 00:00:00+00:00,332.44372303,0.9881944444444445
2012-07-02 00:00:00+00:00,1792.23613156,0.9736111111111111
2012-07-03 00:00:00+00:00,1936.3905711,0.9590277777777778
2012-07-04 00:00:00+00:00,2014.68873242,0.9625
2012-07-05 00:00:00+00:00,1406.97193178,0.9729166666666667
2012-07-06 00:00:00+00:00,1662.61510481,0.9805555555555555
2012-07-07 00:00:00+00:00,1408.4798228,0.9722222222222222
2012-07-08 00:00:00+00:00,830.3709043599999,0.9722222222222222
2012-07-09 00:00:00+00:00,1751.75552753,0.9729166666666667
2012-07-10 00:00:00+00:00,1495.1442887,0.9743055555555555
2012-07-11 00:00:00+00:00,751.66207543,0.9791666666666666
2012-07-12 00:00:00+00:00,2325.83757492,0.9666666666666667
2012-07-13 00:00:00+00:00,1204.54573744,0.9590277777777778
2012-07-14 00:00:00+00:00,717.31461971,0.9847222222222223
2012-07-15 00:00:00+00:00,322.39208253000004,0.9895833333333334
2012-07-16 00:00:00+00:00,3680.08259313,0.9423611111111111
2012-07-17 00:00:00+00:00,3658.89689036,0.9152777777777777
2012-07-18 00:00:00+00:00,2613.84283038,0.9409722222222222
2012-07-19 00:00:00+00:00,2512.84139938,0.9645833333333333
2012-07-20 00:00:00+00:00,1378.66512931,0.9395833333333333
2012-07-21 00:00:00+00:00,2380.64465914,0.9402777777777778
2012-07-22 00:00:00+00:00,1483.54734476,0.9868055555555556
2012-07-23 00:00:00+00:00,2585.86162064,0.9430555555555555
2012-07-24 00:00:00+00:00,1298.89850451,0.975
2012-07-25 00:00:00+00:00,1795.45977381,0.96875
2012-07-26 00:00:00+00:00,837.67858918,0.9798611111111111
2012-07-27 00:00:00+00:00,687.49671529,0.9777777777777777
2012-07-28 00:00:00+00:00,1498.92603223,0.9763888888888889
2012-07-29 00:00:00+00:00,590.37066164,0.9888888888888889
2012-07-30 00:00:00+00:00,2423.61350598,0.95625
2012-07-31 00:00:00+00:00,1324.42575089,0.9652777777777778
2012-08-01 00:00:00+00:00,2419.60607326,0.9625
2012-08-02 00:00:00+00:00,2209.70926083,0.94375
2012-08-03 00:00:00+00:00,2419.4134313,0.9354166666666667
2012-08-04 00:00:00+00:00,635.36838136,0.9729166666666667
2012-08-05 00:00:00+00:00,1906.7619071,0.9555555555555556
2012-08-06 00:00:00+00:00,2070.07812125,0.9395833333333333
2012-08-07 00:00:00+00:00,1039.03555,0.9673611111111111
2012-08-08 00:00:00+00:00,2746.09461909,0.9513888888888888
2012-08-09 00:00:00+00:00,2432.99473283,0.9333333333333333
2012-08-10 00:00:00+00:00,2554.4390557799998,0.9472222222222222
2012-08-11 00:00:00+00:00,358.81692698,0.98125
2012-08-12 00:00:00+00:00,838.43263007,0.9701388888888889
2012-08-13 00:00:00+00:00,3499.58597117,0.9527777777777777
2012-08-14 00:00:00+00:00,1925.97314893,0.9673611111111111
2012-08-15 00:00:00+00:00,1592.26779358,0.9638888888888889
2012-08-16 00:00:00+00:00,1529.32907411,0.9381944444444444
2012-08-17 00:00:00+00:00,4868.27886465,0.9013888888888889
2012-08-18 00:00:00+00:00,2511.36721759,0.9263888888888889
2012-08-19 00:00:00+00:00,5427.25152631,0.8979166666666667
2012-08-20 00:00:00+00:00,3382.49965273,0.9270833333333334
2012-08-21 00:00:00+00:00,3384.91944343,0.9173611111111111
2012-08-22 00:00:00+00:00,8193.33129544,0.9201388888888888
2012-08-23 00:00:00+00:00,2710.255412,0.9638888888888889
2012-08-24 00:00:00+00:00,4170.89273973,0.9472222222222222
2012-08-25 00:00:00+00:00,581.27122837,0.9777777777777777
2012-08-26 00:00:00+00:00,1412.06354452,0.9694444444444444
2012-08-27 00:00:00+00:00,4283.77447562,0.9097222222222222
2012-08-28 00:00:00+00:00,2970.10121301,0.9048611111111111
2012-08-29 00:00:00+00:00,4768.86011118,0.9340277777777778
2012-08-30 00:00:00+00:00,1513.88396985,0.9388888888888889
2012-08-31 00:00:00+00:00,2915.12925668,0.9388888888888889
2012-09-01 00:00:00+00:00,665.20204584,0.9819444444444444
2012-09-02 00:00:00+00:00,1340.45182161,0.9673611111111111
2012-09-03 00:00:00+00:00,1166.65101376,0.9354166666666667
2012-09-04 00:00:00+00:00,2649.65990947,0.9493055555555555
2012-09-05 00:00:00+00:00,1870.38903071,0.9597222222222223
2012-09-06 00:00:00+00:00,3296.23211519,0.9388888888888889
2012-09-07 00:00:00+00:00,1351.7701121,0.95625
2012-09-08 00:00:00+00:00,1355.12940957,0.9680555555555556
2012-09-09 00:00:00+00:00,1216.12471856,0.98125
2012-09-10 00:00:00+00:00,2492.06090795,0.95625
2012-09-11 00:00:00+00:00,4794.96358934,0.9215277777777777
2012-09-12 00:00:00+00:00,2414.68753316,0.9506944444444444
2012-09-13 00:00:00+00:00,2138.98077281,0.9541666666666667
2012-09-14 00:00:00+00:00,2127.29435418,0.9680555555555556
2012-09-15 00:00:00+00:00,594.79395476,0.9763888888888889
2012-09-16 00:00:00+00:00,1287.40625221,0.9694444444444444
2012-09-17 00:00:00+00:00,689.94090289,0.9791666666666666
2012-09-18 00:00:00+00:00,3735.01772907,0.9625
2012-09-19 00:00:00+00:00,1251.58348152,0.9631944444444445
2012-09-20 00:00:00+00:00,767.93391028,0.9694444444444444
2012-09-21 00:00:00+00:00,1990.3901719,0.9444444444444444
2012-09-22 00:00:00+00:00,818.0470256899999,0.9666666666666667
2012-09-23 00:00:00+00:00,1084.46274346,0.9645833333333333
2012-09-24 00:00:00+00:00,1523.1995401,0.9493055555555555
2012-09-25 00:00:00+00:00,3057.44986023,0.93125
2012-09-26 00:00:00+00:00,3038.10509727,0.9458333333333333
2012-09-27 00:00:00+00:00,3306.14546315,0.9409722222222222
2012-09-28 00:00:00+00:00,2842.62287799,0.9527777777777777
2012-09-29 00:00:00+00:00,584.15406141,0.9798611111111111
2012-09-30 00:00:00+00:00,173.21424584,0.9923611111111111
2012-10-01 00:00:00+00:00,3151.92775768,0.96875
2012-10-02 00:00:00+00:00,4634.41770999,0.9263888888888889
2012-10-03 00:00:00+00:00,4948.45567245,0.9347222222222222
2012-10-04 00:00:00+00:00,3211.88600053,0.9409722222222222
2012-10-05 00:00:00+00:00,5459.56068828,0.9263888888888889
2012-10-06 00:00:00+00:00,1640.4168496300001,0.9611111111111111
2012-10-07 00:00:00+00:00,3262.84750727,0.9604166666666667
2012-10-08 00:00:00+00:00,2885.95781205,0.925
2012-10-09 00:00:00+00:00,1933.93908899,0.9506944444444444
2012-10-10 00:00:00+00:00,2369.71836117,0.9541666666666667
2012-10-11 00:00:00+00:00,2349.86047287,0.9270833333333334
2012-10-12 00:00:00+00:00,735.71660723,0.9652777777777778
2012-10-13 00:00:00+00:00,486.61590663,0.9798611111111111
2012-10-14 00:00:00+00:00,336.21764746,0.9777777777777777
2012-10-15 00:00:00+00:00,3425.95800654,0.9368055555555556
2012-10-16 00:00:00+00:00,1004.4996770500001,0.9694444444444444
2012-10-17 00:00:00+00:00,3020.8905373400003,0.9618055555555556
2012-10-18 00:00:00+00:00,1277.75425699,0.9611111111111111
2012-10-19 00:00:00+00:00,10149.00152833,0.9402777777777778
2012-10-20 00:00:00+00:00,704.85501096,0.9652777777777778
2012-10-21 00:00:00+00:00,2048.2603274,0.975
2012-10-22 00:00:00+00:00,1913.11800635,0.9486111111111111
2012-10-23 00:00:00+00:00,2717.11005347,0.9347222222222222
2012-10-24 00:00:00+00:00,3180.17696523,0.9263888888888889
2012-10-25 00:00:00+00:00,3077.54063611,0.9458333333333333
2012-10-26 00:00:00+00:00,2384.6465122199997,0.9375
2012-10-27 00:00:00+00:00,1989.47751313,0.9458333333333333
2012-10-28 00:00:00+00:00,972.31928641,0.9555555555555556
2012-10-29 00:00:00+00:00,2655.79081055,0.9319444444444445
2012-10-30 00:00:00+00:00,2780.31469798,0.9166666666666666
2012-10-31 00:00:00+00:00,3057.67949806,0.9430555555555555
2012-11-01 00:00:00+00:00,1726.98832092,0.9520833333333333
2012-11-02 00:00:00+00:00,2477.44954182,0.91875
2012-11-03 00:00:00+00:00,1572.81466123,0.9444444444444444
2012-11-04 00:00:00+00:00,2010.40623271,0.9576388888888889
2012-11-05 00:00:00+00:00,5531.261206419999,0.9472222222222222
2012-11-06 00:00:00+00:00,3348.91281134,0.9381944444444444
2012-11-07 00:00:00+00:00,4027.9994833,0.9020833333333333
2012-11-08 00:00:00+00:00,2930.3994993,0.9298611111111111
2012-11-09 00:00:00+00:00,2342.58038373,0.9631944444444445
2012-11-10 00:00:00+00:00,1074.44382044,0.975
2012-11-11 00:00:00+00:00,650.67843328,0.9777777777777777
2012-11-12 00:00:00+00:00,1146.3177332,0.9548611111111112
2012-11-13 00:00:00+00:00,2565.61377888,0.9506944444444444
2012-11-14 00:00:00+00:00,1294.56300651,0.9659722222222222
2012-11-15 00:00:00+00:00,2452.65680751,0.9472222222222222
2012-11-16 00:00:00+00:00,7094.45117038,0.9256944444444445
2012-11-17 00:00:00+00:00,795.35041288,0.9777777777777777
2012-11-18 00:00:00+00:00,1033.46070105,0.9680555555555556
2012-11-19 00:00:00+00:00,4206.61783947,0.9333333333333333
2012-11-20 00:00:00+00:00,2524.49574606,0.94375
2012-11-21 00:00:00+00:00,3449.3800311,0.9534722222222223
2012-11-22 00:00:00+00:00,10030.59751843,0.9215277777777777
2012-11-23 00:00:00+00:00,2085.93949655,0.95625
2012-11-24 00:00:00+00:00,1378.94883856,0.9652777777777778
2012-11-25 00:00:00+00:00,1110.26121167,0.9666666666666667
2012-11-26 00:00:00+00:00,4569.27484855,0.9444444444444444
2012-11-27 00:00:00+00:00,3692.25210948,0.9458333333333333
2012-11-28 00:00:00+00:00,4332.17242762,0.9493055555555555
2012-11-29 00:00:00+00:00,3553.57577684,0.9548611111111112
2012-11-30 00:00:00+00:00,3472.32663909,0.9597222222222223
2012-12-01 00:00:00+00:00,2513.84899834,0.9756944444444444
2012-12-02 00:00:00+00:00,1741.38980028,0.9631944444444445
2012-12-03 00:00:00+00:00,5124.74579588,0.9430555555555555
2012-12-04 00:00:00+00:00,5524.27022114,0.9138888888888889
2012-12-05 00:00:00+00:00,3202.16066697,0.9375
2012-12-06 00:00:00+00:00,4479.8787206,0.9125
2012-12-07 00:00:00+00:00,3494.46597785,0.9347222222222222
2012-12-08 00:00:00+00:00,509.44467265,0.9854166666666667
2012-12-09 00:00:00+00:00,1187.24480088,0.9666666666666667
2012-12-10 00:00:00+00:00,6444.03315201,0.9506944444444444
2012-12-11 00:00:00+00:00,2641.35197436,0.9513888888888888
2012-12-12 00:00:00+00:00,3925.65665283,0.9479166666666666
2012-12-13 00:00:00+00:00,5259.54363934,0.9298611111111111
2012-12-14 00:00:00+00:00,5949.65698329,0.9354166666666667
2012-12-15 00:00:00+00:00,1531.92100659,0.9763888888888889
2012-12-16 00:00:00+00:00,1217.80887677,0.9833333333333333
2012-12-17 00:00:00+00:00,5313.36578294,0.9340277777777778
2012-12-18 00:00:00+00:00,5416.93282338,0.9298611111111111
2012-12-19 00:00:00+00:00,4893.71657021,0.9256944444444445
2012-12-20 00:00:00+00:00,1866.13166051,0.9576388888888889
2012-12-21 00:00:00+00:00,2559.57635586,0.9645833333333333
2012-12-22 00:00:00+00:00,870.39564745,0.9701388888888889
2012-12-23 00:00:00+00:00,518.01209598,0.9770833333333333
2012-12-24 00:00:00+00:00,1511.90177224,0.9666666666666667
2012-12-25 00:00:00+00:00,1136.04126972,0.975
2012-12-26 00:00:00+00:00,2247.7983618,0.9722222222222222
2012-12-27 00:00:00+00:00,3347.61148062,0.9486111111111111
2012-12-28 00:00:00+00:00,4176.8818021,0.9444444444444444
2012-12-29 00:00:00+00:00,274.78659657,0.9881944444444445
2012-12-30 00:00:00+00:00,1020.8902326799999,0.975
2012-12-31 00:00:00+00:00,1641.78561179,0.95625
2013-01-01 00:00:00+00:00,2116.9294086200002,0.9743055555555555
2013-01-02 00:00:00+00:00,1840.84872373,0.9645833333333333
2013-01-03 00:00:00+00:00,3320.9720537,0.9458333333333333
2013-01-04 00:00:00+00:00,2700.25350741,0.9486111111111111
2013-01-05 00:00:00+00:00,1463.53584867,0.9715277777777778
2013-01-06 00:00:00+00:00,453.5630895,0.9791666666666666
2013-01-07 00:00:00+00:00,3935.24845698,0.9645833333333333
2013-01-08 00:00:00+00:00,6086.27515492,0.9388888888888889
2013-01-09 00:00:00+00:00,4640.26739318,0.925
2013-01-10 00:00:00+00:00,3719.44737915,0.9333333333333333
2013-01-11 00:00:00+00:00,2405.62603846,0.9458333333333333
2013-01-12 00:00:00+00:00,2245.5631997,0.9673611111111111
2013-01-13 00:00:00+00:00,1578.50971345,0.9631944444444445
2013-01-14 00:00:00+00:00,4314.60459809,0.9555555555555556
2013-01-15 00:00:00+00:00,4961.37905221,0.925
2013-01-16 00:00:00+00:00,5436.22875828,0.9340277777777778
2013-01-17 00:00:00+00:00,5227.75642184,0.9326388888888889
2013-01-18 00:00:00+00:00,6749.5256782,0.94375
2013-01-19 00:00:00+00:00,1993.54022684,0.9673611111111111
2013-01-20 00:00:00+00:00,1427.76747178,0.9673611111111111
2013-01-21 00:00:00+00:00,5634.62820353,0.8972222222222223
2013-01-22 00:00:00+00:00,3827.75700027,0.9166666666666666
2013-01-23 00:00:00+00:00,4853.15538002,0.9340277777777778
2013-01-24 00:00:00+00:00,14880.17041128,0.8381944444444445
2013-01-25 00:00:00+00:00,5131.56268928,0.9006944444444445
2013-01-26 00:00:00+00:00,2485.89670409,0.9395833333333333
2013-01-27 00:00:00+00:00,2589.57418764,0.9625
2013-01-28 00:00:00+00:00,5344.51893733,0.9243055555555556
2013-01-29 00:00:00+00:00,4541.64000435,0.8881944444444444
2013-01-30 00:00:00+00:00,2557.50773646,0.9361111111111111
2013-01-31 00:00:00+00:00,5738.86115204,0.91875
2013-02-01 00:00:00+00:00,3503.83130961,0.9319444444444445
2013-02-02 00:00:00+00:00,4786.977974,0.9354166666666667
2013-02-03 00:00:00+00:00,2479.42164405,0.9513888888888888
2013-02-04 00:00:00+00:00,4506.95113427,0.9138888888888889
2013-02-05 00:00:00+00:00,3193.30770398,0.9243055555555556
2013-02-06 00:00:00+00:00,3424.26001089,0.9486111111111111
2013-02-07 00:00:00+00:00,6307.5765625700005,0.9208333333333333
2013-02-08 00:00:00+00:00,2801.66595389,0.9347222222222222
2013-02-09 00:00:00+00:00,2134.0789741,0.9465277777777777
2013-02-10 00:00:00+00:00,2194.81136293,0.9506944444444444
2013-02-11 00:00:00+00:00,2978.34729807,0.9347222222222222
2013-02-12 00:00:00+00:00,8534.23395403,0.8659722222222223
2013-02-13 00:00:00+00:00,3983.63915336,0.9041666666666667
2013-02-14 00:00:00+00:00,12042.50498387,0.8472222222222222
2013-02-15 00:00:00+00:00,3145.14317345,0.9111111111111111
2013-02-16 00:00:00+00:00,2782.38948658,0.9020833333333333
2013-02-17 00:00:00+00:00,7942.00011199,0.8888888888888888
2013-02-18 00:00:00+00:00,3103.54193597,0.9055555555555556
2013-02-19 00:00:00+00:00,9541.05177226,0.8569444444444444
2013-02-20 00:00:00+00:00,3832.39322315,0.8875
2013-02-21 00:00:00+00:00,3576.1120243,0.91875
2013-02-22 00:00:00+00:00,6182.20227366,0.8423611111111111
2013-02-23 00:00:00+00:00,3865.84825949,0.8736111111111111
2013-02-24 00:00:00+00:00,1590.77752019,0.9104166666666667
2013-02-25 00:00:00+00:00,1564.84867774,0.93125
2013-02-26 00:00:00+00:00,5071.90174369,0.8652777777777778
2013-02-27 00:00:00+00:00,3168.54441515,0.8861111111111111
2013-02-28 00:00:00+00:00,6726.87432506,0.7701388888888889
2013-03-01 00:00:00+00:00,3666.42582921,0.8743055555555556
2013-03-02 00:00:00+00:00,2128.57214025,0.9305555555555556
2013-03-03 00:00:00+00:00,1136.6260825900001,0.9354166666666667
2013-03-04 00:00:00+00:00,6165.24472089,0.8583333333333333
2013-03-05 00:00:00+00:00,6476.1922097199995,0.7805555555555556
2013-03-06 00:00:00+00:00,10298.43893055,0.6694444444444444
2013-03-07 00:00:00+00:00,16259.06198022,0.6722222222222223
